Category,City,Country/Region,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Profit Ratio,Profit Ratio (copy),Quantity,Sales
Office Supplies,Springfield,United States,Joseph Airdo,Other,9/17/2016,CA-2016-131947,97477,Riverleaf Stik-Withit Designer Note Cubes,West,Consumer,9/22/2016,Standard Class,Oregon,Paper,20%,1,$13,33%,33%,5,$40
Office Supplies,Phoenix,United States,Philip Brown,Eldon,7/14/2016,US-2016-150532,85023,Eldon Fold 'N Roll Cart System,West,Consumer,7/21/2016,Standard Class,Arizona,Storage,20%,1,$6,11%,11%,5,$56
Office Supplies,Portland,United States,Natalie DeCherney,Carina,11/1/2016,CA-2016-148915,97206,"Carina Mini System Audio Rack, Model AR050B",West,Consumer,11/5/2016,Standard Class,Oregon,Storage,20%,1,-$94,-21%,-21%,5,$444
Office Supplies,Tigard,United States,Natalie Webber,Office Impressions,11/26/2016,CA-2016-168984,97224,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,West,Consumer,12/2/2016,Standard Class,Oregon,Storage,20%,1,-$167,-25%,-25%,5,$669
Office Supplies,Salem,United States,Tim Brockman,Acco,12/8/2016,CA-2016-129364,97301,Acco Side-Punched Conventional Columnar Pads,West,Consumer,12/13/2016,Standard Class,Oregon,Supplies,20%,1,-$3,-19%,-19%,5,$14
Office Supplies,Tucson,United States,Gary Hwang,Boston,12/6/2017,CA-2017-144806,85705,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",West,Consumer,12/11/2017,Standard Class,Arizona,Art,20%,1,$10,11%,11%,6,$86
Office Supplies,San Diego,United States,Arthur Gainer,DXL,9/5/2017,CA-2017-130785,92105,"DXL Angle-View Binders with Locking Rings, Black",West,Consumer,9/9/2017,Standard Class,California,Binders,20%,1,$10,34%,34%,6,$29
Office Supplies,San Francisco,United States,Bruce Stewart,Acco,9/23/2019,CA-2019-123778,94122,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",West,Consumer,9/30/2019,Standard Class,California,Binders,20%,1,$9,35%,35%,6,$26
Office Supplies,Bellevue,United States,Alan Barnes,Other,12/5/2019,CA-2019-131212,98006,Zipper Ring Binder Pockets,West,Consumer,12/9/2019,Standard Class,Washington,Binders,20%,1,$5,36%,36%,6,$15
Office Supplies,Seattle,United States,Dana Kaydos,Avery,8/12/2019,CA-2019-152310,98103,Avery Legal 4-Ring Binder,West,Consumer,8/19/2019,Standard Class,Washington,Binders,20%,1,$38,38%,38%,6,$101
Office Supplies,Denver,United States,Arthur Prichep,Xerox,8/23/2016,CA-2016-124737,80219,Xerox 1931,West,Consumer,8/27/2016,Standard Class,Colorado,Paper,20%,1,$11,35%,35%,6,$31
Office Supplies,Springfield,United States,Joseph Airdo,Xerox,9/17/2016,CA-2016-131947,97477,Xerox 1960,West,Consumer,9/22/2016,Standard Class,Oregon,Paper,20%,1,$46,31%,31%,6,$149
Office Supplies,Tucson,United States,Gary Hwang,Belkin,12/6/2017,CA-2017-144806,85705,"Belkin 19"" Vented Equipment Shelf, Black",West,Consumer,12/11/2017,Standard Class,Arizona,Storage,20%,1,-$59,-24%,-24%,6,$247
Office Supplies,Springfield,United States,Juliana Krohn,Acme,10/2/2019,CA-2019-141117,97477,Acme Softgrip Scissors,West,Consumer,10/8/2019,Standard Class,Oregon,Supplies,20%,1,$4,11%,11%,6,$39
Office Supplies,Springfield,United States,Juliana Krohn,Berol,10/2/2019,CA-2019-141117,97477,Berol Giant Pencil Sharpener,West,Consumer,10/8/2019,Standard Class,Oregon,Art,20%,1,$11,11%,11%,7,$95
Office Supplies,Springfield,United States,Sanjit Engle,Dixon,11/25/2016,US-2016-107993,97477,Dixon Ticonderoga Core-Lock Colored Pencils,West,Consumer,11/30/2016,Standard Class,Oregon,Art,20%,1,$8,16%,16%,7,$51
Office Supplies,Los Angeles,United States,Bill Donatelli,Other,11/27/2019,CA-2019-107125,90045,Premium Transparent Presentation Covers by GBC,West,Consumer,12/2/2019,Standard Class,California,Binders,20%,1,$41,35%,35%,7,$117
Office Supplies,Los Angeles,United States,Erica Smith,GBC,9/15/2019,US-2019-163300,90049,GBC DocuBind 200 Manual Binding Machine,West,Consumer,9/21/2019,Standard Class,California,Binders,20%,1,$884,38%,38%,7,"$2,357"
Office Supplies,San Clemente,United States,Art Ferguson,Other,4/23/2018,CA-2018-126270,92672,Recycled Pressboard Report Cover with Reinforced Top Hinge,West,Consumer,4/27/2018,Standard Class,California,Binders,20%,1,$7,36%,36%,7,$18
Office Supplies,San Diego,United States,Liz Thompson,GBC,11/2/2017,CA-2017-168207,92105,GBC Premium Transparent Covers with Diagonal Lined Pattern,West,Consumer,11/6/2017,Standard Class,California,Binders,20%,1,$41,35%,35%,7,$117
Office Supplies,San Francisco,United States,Lena Hernandez,Wilson Jones,11/7/2016,CA-2016-123323,94110,Wilson Jones Legal Size Ring Binders,West,Consumer,11/12/2016,Standard Class,California,Binders,20%,1,$46,38%,38%,7,$123
Office Supplies,Clovis,United States,Tony Sayre,Wilson Jones,9/18/2019,CA-2019-166856,88101,Wilson Jones Easy Flow II Sheet Lifters,West,Consumer,9/22/2019,Standard Class,New Mexico,Binders,20%,1,$4,35%,35%,7,$10
Office Supplies,Seattle,United States,Joseph Holt,Ibico,8/9/2016,CA-2016-169726,98103,Ibico Ibimaster 300 Manual Binding System,West,Consumer,8/13/2016,Standard Class,Washington,Binders,20%,1,$644,31%,31%,7,"$2,061"
Office Supplies,Seattle,United States,Doug Bickford,DXL,9/30/2016,CA-2016-137351,98105,DXL Angle-View Binders with Locking Rings by Samsill,West,Consumer,10/4/2016,Standard Class,Washington,Binders,20%,1,$13,31%,31%,7,$43
Office Supplies,Seattle,United States,Greg Tran,Ibico,12/6/2018,US-2018-169040,98105,Ibico Plastic and Wire Spiral Binding Combs,West,Consumer,12/12/2018,Standard Class,Washington,Binders,20%,1,$15,33%,33%,7,$47
Office Supplies,Seattle,United States,Rob Beeghly,Cardinal,9/15/2018,US-2018-128678,98105,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",West,Consumer,9/20/2018,Standard Class,Washington,Binders,20%,1,$16,33%,33%,7,$49
Office Supplies,Gresham,United States,Clay Ludtke,Peel & Seel,9/10/2016,CA-2016-125731,97030,Peel & Seel Envelopes,West,Consumer,9/16/2016,Standard Class,Oregon,Envelopes,20%,1,$8,35%,35%,7,$22
Office Supplies,Salem,United States,Tim Brockman,Avery,12/8/2016,CA-2016-129364,97301,Avery 499,West,Consumer,12/13/2016,Standard Class,Oregon,Labels,20%,1,$9,33%,33%,7,$28
Office Supplies,Peoria,United States,Steven Cartwright,Xerox,8/17/2017,CA-2017-119627,85345,Xerox 21,West,Consumer,8/23/2017,Standard Class,Arizona,Paper,20%,1,$13,35%,35%,7,$36
Office Supplies,Phoenix,United States,Maribeth Schnelling,Other,12/24/2017,CA-2017-120103,85023,Computer Printout Paper with Letter-Trim Perforations,West,Consumer,12/29/2017,Standard Class,Arizona,Paper,20%,1,$37,35%,35%,7,$106
Office Supplies,Broomfield,United States,Joe Elijah,Other,7/8/2018,CA-2018-112109,80020,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",West,Consumer,7/12/2018,Standard Class,Colorado,Storage,20%,1,-$1,-4%,-4%,7,$33
Office Supplies,Avondale,United States,Philip Brown,Acme,11/30/2016,CA-2016-146843,85323,Acme Office Executive Series Stainless Steel Trimmers,West,Consumer,12/6/2016,Standard Class,Arizona,Supplies,20%,1,$4,8%,8%,7,$48
Office Supplies,Los Angeles,United States,Toby Swindell,Avery,11/24/2017,CA-2017-153416,90036,Avery Premier Heavy-Duty Binder with Round Locking Rings,West,Consumer,11/29/2017,Standard Class,California,Binders,20%,1,$30,33%,33%,8,$91
Office Supplies,San Francisco,United States,Vivek Gonzalez,Other,1/29/2019,CA-2019-139304,94109,Clear Mylar Reinforcing Strips,West,Consumer,2/2/2019,Standard Class,California,Binders,20%,1,$40,34%,34%,8,$120
Office Supplies,San Francisco,United States,Christopher Martinez,GBC,1/3/2019,CA-2019-111738,94110,GBC ProClick 150 Presentation Binding System,West,Consumer,1/7/2019,Standard Class,California,Binders,20%,1,$683,34%,34%,8,"$2,022"
Office Supplies,Phoenix,United States,John Murray,Xerox,8/16/2017,US-2017-128090,85023,Xerox 1891,West,Consumer,8/22/2017,Standard Class,Arizona,Paper,20%,1,$106,34%,34%,8,$313
Office Supplies,Tucson,United States,Gary Hwang,Xerox,12/6/2017,CA-2017-144806,85705,Xerox 1960,West,Consumer,12/11/2017,Standard Class,Arizona,Paper,20%,1,$62,31%,31%,8,$198
Office Supplies,Los Angeles,United States,Carol Triggs,Other,6/29/2019,CA-2019-137085,90004,Satellite Sectional Post Binders,West,Consumer,7/6/2019,Standard Class,California,Binders,20%,1,$102,33%,33%,9,$313
Office Supplies,Denver,United States,Arthur Prichep,Xerox,8/23/2016,CA-2016-124737,80219,Xerox 1988,West,Consumer,8/27/2016,Standard Class,Colorado,Paper,20%,1,$70,31%,31%,9,$223
Office Supplies,San Francisco,United States,Liz Pelletier,Avery,11/11/2018,CA-2018-116722,94110,Avery Poly Binder Pockets,West,Consumer,11/16/2018,Standard Class,California,Binders,20%,1,$11,35%,35%,11,$32
Office Supplies,Las Vegas,United States,Anne McFarland,Wilson Jones,9/20/2017,CA-2017-151470,89115,Wilson Jones Impact Binders,West,Consumer,9/26/2017,Standard Class,Nevada,Binders,20%,1,$17,36%,36%,11,$46
Office Supplies,Seattle,United States,Ted Trevino,GBC,11/13/2019,CA-2019-122490,98103,GBC DocuBind P50 Personal Binding Machine,West,Consumer,11/18/2019,Standard Class,Washington,Binders,20%,1,$190,34%,34%,11,$563
Office Supplies,Los Angeles,United States,Xylona Preis,Avery,11/3/2018,CA-2018-109365,90049,"Avery Durable Plastic 1"" Binders",West,Consumer,11/8/2018,Standard Class,California,Binders,20%,1,$16,36%,36%,12,$44
Office Supplies,Pueblo,United States,Justin Hirsh,Kensington,5/25/2017,CA-2017-138898,81001,Kensington 4 Outlet MasterPiece Compact Power Control Center,West,Consumer,5/29/2017,Standard Class,Colorado,Appliances,20%,1,$85,10%,10%,13,$846
Office Supplies,San Francisco,United States,Maribeth Schnelling,Fellowes,4/1/2019,CA-2019-147942,94110,Fellowes Binding Cases,West,Consumer,4/5/2019,Standard Class,California,Binders,20%,1,$38,31%,31%,13,$122
Office Supplies,Seattle,United States,Sanjit Engle,Wilson Jones,6/11/2018,CA-2018-142405,98103,Wilson Jones Turn Tabs Binder Tool for Ring Binders,West,Consumer,6/15/2018,Standard Class,Washington,Binders,20%,1,$18,33%,33%,14,$54
Office Supplies,Glendale,United States,Natalie DeCherney,Other,10/21/2019,US-2019-117331,85301,Lock-Up Easel 'Spel-Binder',West,Consumer,10/28/2019,Standard Class,Arizona,Binders,70%,1,-$7,-77%,-77%,1,$9
Office Supplies,Glendale,United States,Frank Olsen,GBC,6/8/2019,US-2019-107979,85301,GBC VeloBinder Electric Binding Machine,West,Consumer,6/13/2019,Standard Class,Arizona,Binders,70%,1,-$48,-67%,-67%,2,$73
Office Supplies,Aurora,United States,Zuschuss Carroll,Wilson Jones,9/28/2017,CA-2017-106978,80013,Wilson Jones Easy Flow II Sheet Lifters,West,Consumer,10/4/2017,Standard Class,Colorado,Binders,70%,1,-$1,-73%,-73%,2,$1
Office Supplies,Broomfield,United States,Joe Elijah,GBC,7/8/2018,CA-2018-112109,80020,GBC Twin Loop Wire Binding Elements,West,Consumer,7/12/2018,Standard Class,Colorado,Binders,70%,1,-$13,-67%,-67%,2,$20
Office Supplies,Phoenix,United States,Adrian Barton,Other,9/19/2019,CA-2019-153822,85023,Plastic Binding Combs,West,Consumer,9/25/2019,Standard Class,Arizona,Binders,70%,1,-$14,-77%,-77%,4,$18
Office Supplies,Phoenix,United States,Maris LaWare,Acco,7/18/2019,US-2019-142573,85023,Acco Expandable Hanging Binders,West,Consumer,7/23/2019,Standard Class,Arizona,Binders,70%,1,-$6,-80%,-80%,4,$8
Office Supplies,Broomfield,United States,Joe Elijah,Wilson Jones,7/8/2018,CA-2018-112109,80020,Wilson Jones Active Use Binders,West,Consumer,7/12/2018,Standard Class,Colorado,Binders,70%,1,-$6,-70%,-70%,4,$9
Office Supplies,Salem,United States,Tim Brockman,Acco,12/8/2016,CA-2016-129364,97301,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",West,Consumer,12/13/2016,Standard Class,Oregon,Binders,70%,1,-$5,-70%,-70%,4,$6
Office Supplies,Mesa,United States,Maurice Satty,Avery,11/12/2018,CA-2018-134348,85204,Avery Durable Slant Ring Binders With Label Holder,West,Consumer,11/19/2018,Standard Class,Arizona,Binders,70%,1,-$5,-73%,-73%,5,$6
Office Supplies,Phoenix,United States,Roger Demir,Avery,8/9/2016,CA-2016-161249,85023,Avery Hole Reinforcements,West,Consumer,8/13/2016,Standard Class,Arizona,Binders,70%,1,-$7,-70%,-70%,5,$9
Office Supplies,Phoenix,United States,Resi Pölking,GBC,12/27/2016,CA-2016-148383,85023,GBC DocuBind 300 Electric Binding Machine,West,Consumer,12/31/2016,Standard Class,Arizona,Binders,70%,1,-$694,-73%,-73%,6,$947
Office Supplies,Mesa,United States,Maurice Satty,Other,11/12/2018,CA-2018-134348,85204,Round Ring Binders,West,Consumer,11/19/2018,Standard Class,Arizona,Binders,70%,1,-$3,-77%,-77%,7,$4
Office Supplies,Phoenix,United States,Emily Burns,Cardinal,5/23/2017,US-2017-110569,85023,Cardinal EasyOpen D-Ring Binders,West,Consumer,5/30/2017,Standard Class,Arizona,Binders,70%,1,-$13,-67%,-67%,7,$19
Office Supplies,Springfield,United States,Juliana Krohn,GBC,10/2/2019,CA-2019-141117,97477,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",West,Consumer,10/8/2019,Standard Class,Oregon,Binders,70%,1,-$17,-73%,-73%,7,$23
Office Supplies,Gresham,United States,Sheri Gordon,GBC,8/22/2018,CA-2018-130484,97030,GBC Imprintable Covers,West,Consumer,8/27/2018,Standard Class,Oregon,Binders,70%,1,-$18,-70%,-70%,8,$26
Office Supplies,Redmond,United States,Sue Ann Reed,Avery,12/22/2018,CA-2018-167507,97756,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",West,Consumer,12/28/2018,Standard Class,Oregon,Binders,70%,1,-$25,-80%,-80%,10,$31
Technology,Detroit,United States,Theone Pippenger,Logitech,12/22/2019,CA-2019-120376,48227,Logitech Gaming G510s - Keyboard,Central,Consumer,12/25/2019,First Class,Michigan,Accessories,0%,1,$31,36%,36%,1,$85
Technology,Detroit,United States,Cynthia Arntzen,Other,12/11/2017,CA-2017-135853,48205,BlackBerry Q10,Central,Consumer,12/14/2017,First Class,Michigan,Phones,0%,1,$31,25%,25%,1,$126
Technology,La Porte,United States,Chris Cortes,Plantronics,10/1/2018,CA-2018-155992,46350,Plantronics Cordless Phone Headset with In-line Volume - M214C,Central,Consumer,10/2/2018,First Class,Indiana,Phones,0%,1,$19,27%,27%,2,$70
Technology,Oklahoma City,United States,Aaron Bergman,Samsung,11/10/2018,CA-2018-140935,73120,Samsung Convoy 3,Central,Consumer,11/12/2018,First Class,Oklahoma,Phones,0%,1,$62,28%,28%,2,$222
Technology,Eau Claire,United States,Richard Eichhorn,Cisco,12/27/2017,CA-2017-151589,54703,Cisco SPA 502G IP Phone,Central,Consumer,12/30/2017,First Class,Wisconsin,Phones,0%,1,$72,30%,30%,2,$240
Technology,Cedar Rapids,United States,Toby Ritter,Other,9/5/2018,CA-2018-160815,52402,Geemarc AmpliPOWER60,Central,Consumer,9/6/2018,First Class,Iowa,Phones,0%,1,$81,29%,29%,3,$278
Technology,Detroit,United States,Theone Pippenger,Microsoft,12/22/2019,CA-2019-120376,48227,Microsoft Wireless Mobile Mouse 4000,Central,Consumer,12/25/2019,First Class,Michigan,Accessories,0%,1,$64,32%,32%,5,$200
Technology,Wichita,United States,Trudy Brown,Plantronics,9/11/2018,CA-2018-153157,67212,Plantronics Encore H101 Dual Earpieces Headset,Central,Consumer,9/14/2018,First Class,Kansas,Phones,0%,1,$63,28%,28%,5,$225
Technology,Detroit,United States,Cynthia Arntzen,Maxell,12/11/2017,CA-2017-135853,48205,Maxell 4.7GB DVD+RW 3/Pack,Central,Consumer,12/14/2017,First Class,Michigan,Accessories,0%,1,$61,35%,35%,11,$175
Technology,Houston,United States,Greg Tran,Other,5/14/2019,CA-2019-161774,77041,PayAnywhere Card Reader,Central,Consumer,5/15/2019,First Class,Texas,Phones,20%,1,$1,9%,9%,1,$8
Technology,Austin,United States,Tim Brockman,Logitech,1/15/2019,US-2019-104661,78745,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Central,Consumer,1/18/2019,First Class,Texas,Accessories,20%,1,$14,30%,30%,2,$48
Technology,Chicago,United States,Annie Thurman,Other,8/1/2019,CA-2019-135034,60653,JBL Micro Wireless Portable Bluetooth Speaker,Central,Consumer,8/3/2019,First Class,Illinois,Phones,20%,1,$6,6%,6%,2,$96
Technology,Chicago,United States,Sarah Brown,Other,9/20/2016,CA-2016-120411,60653,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Central,Consumer,9/23/2016,First Class,Illinois,Phones,20%,1,$3,31%,31%,2,$11
Technology,Dallas,United States,Patrick Gardner,OtterBox,11/11/2019,US-2019-116491,75081,OtterBox Commuter Series Case - iPhone 5 & 5s,Central,Consumer,11/13/2019,First Class,Texas,Phones,20%,1,$12,35%,35%,2,$35
Technology,Houston,United States,Joe Elijah,Jabra,10/23/2017,CA-2017-110877,77041,Jabra SPEAK 410,Central,Consumer,10/26/2017,First Class,Texas,Phones,20%,1,$15,10%,10%,2,$150
Technology,Allen,United States,Anthony Witt,Kingston,11/29/2017,CA-2017-129112,75002,Kingston Digital DataTraveler 16GB USB 2.0,Central,Consumer,11/30/2017,First Class,Texas,Accessories,20%,1,$0,-1%,-1%,3,$21
Technology,Dallas,United States,Chloris Kastensmidt,Logitech,8/7/2019,CA-2019-110821,75081,Logitech K350 2.4Ghz Wireless Keyboard,Central,Consumer,8/8/2019,First Class,Texas,Accessories,20%,1,-$13,-11%,-11%,3,$119
Technology,El Paso,United States,Mick Crebagga,Other,12/15/2016,CA-2016-101602,79907,ARKON Windshield Dashboard Air Vent Car Mount Holder,Central,Consumer,12/18/2016,First Class,Texas,Phones,20%,1,-$9,-23%,-23%,3,$41
Technology,Pearland,United States,Adrian Barton,LG,6/5/2019,CA-2019-126788,77581,LG G3,Central,Consumer,6/6/2019,First Class,Texas,Phones,20%,1,$53,11%,11%,3,$470
Technology,The Colony,United States,Barry Gonzalez,Apple,11/17/2018,CA-2018-134110,75056,Apple EarPods with Remote and Mic,Central,Consumer,11/18/2018,First Class,Texas,Phones,20%,1,$7,10%,10%,3,$67
Technology,El Paso,United States,Michael Nguyen,Polycom,7/11/2016,CA-2016-123225,79907,Polycom VVX 310 VoIP phone,Central,Consumer,7/14/2016,First Class,Texas,Phones,20%,1,$43,8%,8%,4,$576
Technology,Austin,United States,Tim Brockman,Maxell,1/15/2019,US-2019-104661,78745,"Maxell 74 Minute CDR, 10/Pack",Central,Consumer,1/18/2019,First Class,Texas,Accessories,20%,1,$13,21%,21%,8,$63
Technology,Houston,United States,Ivan Liston,Griffin,7/23/2018,CA-2018-111318,77041,Griffin GC17055 Auxiliary Audio Cable,Central,Consumer,7/26/2018,First Class,Texas,Phones,20%,1,$12,10%,10%,8,$115
Technology,New York City,United States,Becky Martin,Enermax,12/4/2018,CA-2018-126004,10024,Enermax Aurora Lite Keyboard,East,Consumer,12/5/2018,First Class,New York,Accessories,0%,1,$34,44%,44%,1,$78
Technology,New York City,United States,Alejandro Grove,Other,7/23/2016,CA-2016-103058,10011,Case Logic 2.4GHz Wireless Keyboard,East,Consumer,7/24/2016,First Class,New York,Accessories,0%,1,$8,8%,8%,2,$100
Technology,Wilmington,United States,Christina Anderson,GE,9/22/2019,CA-2019-122196,19805,GE 30524EE4,East,Consumer,9/24/2019,First Class,Delaware,Phones,0%,1,$114,29%,29%,2,$392
Technology,Lowell,United States,Anna Andreadi,Cisco,12/1/2016,CA-2016-143210,01852,Cisco IP Phone 7961G VoIP phone - Dark gray,East,Consumer,12/3/2016,First Class,Massachusetts,Phones,0%,1,$79,29%,29%,2,$272
Technology,New York City,United States,Lena Creighton,RCA,6/16/2017,US-2017-163825,10009,RCA Visys Integrated PBX 8-Line Router,East,Consumer,6/19/2017,First Class,New York,Phones,0%,1,$33,25%,25%,2,$134
Technology,New York City,United States,Naresj Patel,Nortel,8/9/2017,CA-2017-131338,10024,Nortel Meridian M3904 Professional Digital phone,East,Consumer,8/12/2017,First Class,New York,Phones,0%,1,$89,29%,29%,2,$308
Technology,Everett,United States,Toby Carlisle,WD My Passport,10/14/2016,CA-2016-151330,02149,WD My Passport Ultra 500GB Portable External Hard Drive,East,Consumer,10/17/2016,First Class,Massachusetts,Accessories,0%,1,$30,17%,17%,3,$177
Technology,New York City,United States,Edward Nazzal,Plantronics,5/30/2017,CA-2017-103177,10009,Plantronics MX500i Earset,East,Consumer,6/1/2017,First Class,New York,Phones,0%,1,$4,3%,3%,3,$129
Technology,New York City,United States,Edward Nazzal,RCA,5/30/2017,CA-2017-103177,10009,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,East,Consumer,6/1/2017,First Class,New York,Phones,0%,1,$2,1%,1%,3,$240
Technology,New York City,United States,Toby Braunhardt,GE,6/21/2016,CA-2016-130624,10024,GE 2-Jack Phone Line Splitter,East,Consumer,6/24/2016,First Class,New York,Phones,0%,1,$161,26%,26%,3,$618
Technology,New York City,United States,Carlos Daly,Samsung,11/20/2019,CA-2019-111556,10035,Samsung Galaxy Mega 6.3,East,Consumer,11/22/2019,First Class,New York,Phones,0%,1,$328,26%,26%,3,"$1,260"
Technology,Niagara Falls,United States,Jamie Kunitz,Cisco,7/11/2016,CA-2016-166555,14304,Cisco SPA112 2 Port Phone Adapter,East,Consumer,7/14/2016,First Class,New York,Phones,0%,1,$48,29%,29%,3,$165
Technology,Rochester,United States,Luke Weiss,Jabra,11/7/2018,CA-2018-132997,14609,Jabra Supreme Plus Driver Edition Headset,East,Consumer,11/9/2018,First Class,New York,Phones,0%,1,$101,28%,28%,3,$360
Technology,New York City,United States,Naresj Patel,Belkin,8/9/2017,CA-2017-131338,10024,Belkin QODE FastFit Bluetooth Keyboard,East,Consumer,8/12/2017,First Class,New York,Accessories,0%,1,$35,14%,14%,4,$248
Technology,New York City,United States,Nat Carroll,SanDisk,11/24/2018,CA-2018-124485,10035,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,East,Consumer,11/26/2018,First Class,New York,Accessories,0%,1,$11,13%,13%,4,$88
Technology,New York City,United States,Gary McGarr,Nokia,3/26/2019,US-2019-121251,10009,Nokia Lumia 521 (T-Mobile),East,Consumer,3/27/2019,First Class,New York,Phones,0%,1,$34,28%,28%,4,$120
Technology,Rochester,United States,Luke Weiss,AT&T,11/7/2018,CA-2018-132997,14609,AT&T SB67148 SynJ,East,Consumer,11/9/2018,First Class,New York,Phones,0%,1,$71,27%,27%,4,$264
Technology,Lowell,United States,Kunst Miller,GE,12/2/2019,CA-2019-167395,01852,GE 30524EE4,East,Consumer,12/4/2019,First Class,Massachusetts,Phones,0%,1,$284,29%,29%,5,$980
Technology,New York City,United States,Mitch Webber,Other,9/20/2016,CA-2016-125997,10011,Ooma Telo VoIP Home Phone System,East,Consumer,9/23/2016,First Class,New York,Phones,0%,1,$157,25%,25%,5,$630
Technology,New York City,United States,Naresj Patel,Panasonic,8/9/2017,CA-2017-131338,10024,Panasonic KX-TG9471B,East,Consumer,8/12/2017,First Class,New York,Phones,0%,1,$274,28%,28%,5,$980
Technology,Baltimore,United States,Charles McCrossin,Logitech,10/21/2018,CA-2018-111493,21215,Logitech Desktop MK120 Mouse and keyboard Combo,East,Consumer,10/22/2018,First Class,Maryland,Accessories,0%,1,$10,10%,10%,6,$98
Technology,New York City,United States,Alan Hwang,Other,12/7/2017,CA-2017-165050,10024,Digium D40 VoIP phone,East,Consumer,12/9/2017,First Class,New York,Phones,0%,1,$224,29%,29%,6,$774
Technology,New York City,United States,Mitch Webber,Panasonic,9/20/2016,CA-2016-125997,10011,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,East,Consumer,9/23/2016,First Class,New York,Phones,0%,1,$661,49%,49%,9,"$1,350"
Technology,Philadelphia,United States,Ruben Dartt,Logitech,11/19/2016,US-2016-149034,19120,Logitech G105 Gaming Keyboard,East,Consumer,11/21/2016,First Class,Pennsylvania,Accessories,20%,1,-$1,-3%,-3%,1,$47
Technology,New York City,United States,Emily Phan,Canon,7/6/2016,CA-2016-134278,10011,Canon Imageclass D680 Copier / Fax,East,Consumer,7/8/2016,First Class,New York,Copiers,20%,1,$175,31%,31%,1,$560
Technology,Toledo,United States,Shahid Hopkins,Logitech,12/7/2019,CA-2019-157980,43615,Logitech G602 Wireless Gaming Mouse,East,Consumer,12/9/2019,First Class,Ohio,Accessories,20%,1,$26,20%,20%,2,$128
Technology,Philadelphia,United States,Rob Lucas,Plantronics,7/7/2019,US-2019-169551,19120,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,East,Consumer,7/9/2019,First Class,Pennsylvania,Accessories,20%,1,$86,16%,16%,2,$528
Technology,Philadelphia,United States,Adam Shillingsburg,Logitech,9/16/2019,CA-2019-136448,19143,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,East,Consumer,9/18/2019,First Class,Pennsylvania,Accessories,20%,1,$14,30%,30%,2,$48
Technology,Cincinnati,United States,Maria Bertelson,SanDisk,10/5/2017,CA-2017-145828,45231,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,East,Consumer,10/7/2017,First Class,Ohio,Accessories,20%,1,-$5,-9%,-9%,3,$53
Technology,Newark,United States,Susan MacKendrick,Logitech,5/3/2018,CA-2018-129280,43055,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),East,Consumer,5/5/2018,First Class,Ohio,Accessories,20%,1,-$76,-18%,-18%,3,$432
Technology,Philadelphia,United States,Rob Lucas,Other,7/7/2019,US-2019-169551,19120,AmazonBasics 3-Button USB Wired Mouse,East,Consumer,7/9/2019,First Class,Pennsylvania,Accessories,20%,1,$5,29%,29%,3,$17
Technology,Philadelphia,United States,Adam Shillingsburg,Logitech,9/16/2019,CA-2019-136448,19143,Logitech Trackman Marble Mouse,East,Consumer,9/18/2019,First Class,Pennsylvania,Accessories,20%,1,$20,28%,28%,3,$72
Technology,Philadelphia,United States,Frank Olsen,Logitech,9/22/2017,US-2017-115343,19143,Logitech P710e Mobile Speakerphone,East,Consumer,9/25/2017,First Class,Pennsylvania,Accessories,20%,1,-$8,-1%,-1%,3,$618
Technology,Newark,United States,Susan MacKendrick,Imation,5/3/2018,CA-2018-129280,43055,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,East,Consumer,5/5/2018,First Class,Ohio,Accessories,20%,1,$35,26%,26%,5,$133
Technology,Newark,United States,Natalie Fritzler,Plantronics,12/15/2017,CA-2017-147830,43055,Plantronics Savi W720 Multi-Device Wireless Headset System,East,Consumer,12/18/2017,First Class,Ohio,Accessories,20%,1,$608,30%,30%,6,"$2,025"
Technology,Newark,United States,Natalie Fritzler,Panasonic,12/15/2017,CA-2017-147830,43055,Panasonic KX TS3282W Corded phone,East,Consumer,12/18/2017,First Class,Ohio,Phones,40%,1,-$17,-17%,-17%,2,$102
